id,Ten_KH,Ten_TV,Mo_ta,idHo
61859947267dc912d02a478b,Anderea,,,618595fb267dc912d02a469c
61859947267dc912d02a478c,Andrographis,"Xuyên tâm liên, Công cộng","ANDROGRAPHIS Wall. ex. Nees[Từ chữ Hy Lạp áner, sinh cách andros:  người đàn ông, và graphe: bức vẽ, bản vẽ, từ graphein: viết hay vẽ, do bao phấn có râu]Cây thảo hay cây bụi thấp. Lá đơn, mọc đối. Cụm hoa chùm ở nách lá hay ở ngọn. Tràng có hai môi tiền khai không vặn; cánh hoa trên chồng lên cánh hoa bên. Nhị 2 có bao phấn có râu. Bầu chứa nhiều noãn. Quả nang dẹp, hạt tròn.Có 20 loài ở miền nhiệt đới châu Á.",618595fb267dc912d02a46f7
61859947267dc912d02a478d,Androsace,"Điểm địa, Báo xuân hoa","ANDROSACE L.[Từ chữ Hy Lạp aner, andros: người đàn ông và sakes: cái khiên; liên hệ hình dạng của lá]Cây thảo sống hằng năm hay sống lâu năm, có thân bồ hay dạng bụi. Lá đơn, xếp thành hoa thị hay thành cột dày đặc; phiến lá nguyên hay khía tai bèo.Hoa đơn độc, ở ngọn hoặc xếp thành tán có cuống. Đài có 5 thùy. Tràng có ống ngắn, 5 thùy trải ra. 5 nhị thọt vào trong. Quả nang có 5 van.Gồm tới 100 loài của các vùng ôn đới Bắc mà nhiều loài được trồng làm cảnh. Ở Việt Nam có 1 loài : Androsace umbellata",618595fb267dc912d02a4696
61859947267dc912d02a478e,Aneilema,Cỏ rươi,"ANEILEMA R. Br.Cỏ có thân mọc trườn, rất gần gũi với Thài lài Commelina, nhưng có cụm hoa hình chùy và có cuống chìm trong các lá bắc. Hoa màu lam nhạt.Gần 60 loài ở các vùng nóng, chủ yếu ở châu Phi. Ở Việt Nam, có nhiều loài được chuyển vào chi Murdannia. Hiện biết 4 loài nhưng ít phổ biến.",618595fb267dc912d02a46a1
61859947267dc912d02a478f,Anemone,"Phong quỳ, Dã miên hoa","ANEMONE L.[Từ chữ Hy Lạp anemos: gió, do đó mà có anemone, tên Hy Lạp của cây phong quỳ, các loài cây này mọc ở những nơi trống gió hoặc vào mùa có gió]Cây thảo sống nhiều năm, gốc thành củ, có thân rễ hoặc mọc thành bụi. Lá mọc so le, bị chia cắt sâu nhiều hay ít.Hoa đều, đơn độc hay thường thành tán có một bao chung gồm 3 lá chét. Đài dạng cánh, có màu trắng, vàng, đỏ hoặc lam,  5 - 10 phiến; tràng không có; nhị nhiều, lá noãn có vòi nhụy. Quả bế, đơn hạt, rời, tập hợp thành đầu.Gồm 120 loài, phần lớn phân bố toàn cầu, chủ yếu ở ôn đới Bắc",618595fb267dc912d02a46be
61859947267dc912d02a4790,Anethum,Thìa là,"ANETHUM L.[Từ chữ Hy Lạp anéthon, tên cây thìa là ở Hy Lạp, có thể dẫn xuất từ chữ aithos, tôi đốt, do mùi vị của hạt]Cây thảo hằng năm, mọc đứng, có thân, không lông. Lá có cuống, với phiến phân cắt rất nhiều thành các đoạn dạng sợi.Cụm hoa tán kép. Bao chung và bao riêng không có. Hoa vàng với cánh hoa tròn, tù. Quả hình trứng, nhẵn, có cạnh sơ cấp không đều, các chỗ nối có cạnh, không có cạnh thứ cấp. Hạt có mặt nối phẳng.Có một loài gốc ở châu Á, được trồng hầu như khắp nơi",618595fb267dc912d02a46a8
61859947267dc912d02a4791,Angelica,"Bạch chỉ, Đương quy, Tiền hồ","ANGELICA L.[Từ aggelos, thiên thần, do đó mà nó có tên aggelikos, tên Hy Lạp của cây Bạch chỉ, mà các tính chất thơm và làm thuốc được xem như là cây đến từ trời, nghĩa là nơi nghỉ của thiên thần]Cây thảo, sống dai, với thân rỗng ruột, khỏe, không lông hoặc có lông mềm, với rễ củ dày. Lá có cuống, với cuống ôm thân, có khi phình. Phiến dạng màng tới dai, hình lông chim hoặc xẻ lông chim nhiều lần hoặc chia ba tới xẻ ba, có các đoạn có răng hoặc có thùy, thường hợp lưu.Cụm hoa tán kép, thường ở ngọn, hoặc ở ngọn và ở bên. Bao chung có lá bắc lớn có khi không có. Tia thường nhiều. Lá bắc con hẹp, nguyên, ít khi chia thùy hay không có. Hoa trắng hay hồng hoặc tía. Cánh hoa bằng nhau, hình trái xoan hay trái xoan ngược. Răng đài không rõ hay nhọn. Vòi nhụy ngắn hay dài. Chân vòi hình nón, ngắn.Quả dẹp lưng, thuôn tới hình tròn. Cạnh bên có cánh, cạnh lưng mảnh. Ống dầu nhiều. Hạt dẹp.Gồm khoảng 50 loài của vùng quanh Bắc Cực và Bắc Mỹ",618595fb267dc912d02a46e1
61859947267dc912d02a4792,Angelonia,"Bâng khuâng, Ngọc hân","ANGELONIA Humb. et Bonpl.[Từ chữ Latin angelus: thiên thần]Cây thảo hay cây nhỡ mọc đứng, bò hay leo. Lá có gốc mọc đối, các lá phía trên mọc so le, có mép nhăn hay nguyên.Hoa đơn độc ở nách hoặc thành chùm ở ngọn. Đài có 5 thùy sâu, gần bằng nhau, hình ngọn giáo. Tràng 2 môi, có ống rất ngắn; phiến trải ra với 5 thùy tròn; môi trên 2 thùy, môi dưới 3 thùy mà thùy giữa dạng đấu ở phần dưới  và có ở đoạn giữa, một phần kéo dài rách mép. Nhị 4, bao phấn 2 ô rẽ ra. Bầu hình cầu hay hình nón.Quả nang hình cầu hay dạng bầu dục, mở ô bởi 2 ngăn; hạt nhiều.Gồm tới 30 loài của nhiệt đới châu Mỹ; một số được thuần hóa trong các vùng nhiệt đới khác của thế giới. Ở Việt Nam có gặp 1 loài: Angelonia goyazensis",618595fb267dc912d02a46e1
61859947267dc912d02a4793,Angiopteris,Móng ngựa,"ANGIOPTERIS Hoffm.[Từ chữ Hy Lạp angeion: cái lọ, cái thùng và pteris: cánh]Dương xỉ dạng cây gỗ có lá hay lá lược kép lông chim hai lần, rất rộng, mang vẩy to ở giữa cuống. Túi bào tử lớn hơn túi bào tử của các loài dương xỉ khác, tập hợp gần mép của các lá lông chim thành cụm ở đầu mút các gân.Phân bố ở các vùng nhiệt đới.",618595fb267dc912d02a46be
61859947267dc912d02a4794,Aniseia,,,618595fb267dc912d02a465d
61859947267dc912d02a4795,Aniselytron,,,618595fb267dc912d02a46c1
61859947267dc912d02a4796,Anisochilus,,,618595fb267dc912d02a4696
61859947267dc912d02a4797,Anisomeles,,,618595fb267dc912d02a4647
61859947267dc912d02a4798,Anisopappus,,,618595fb267dc912d02a4647
61859947267dc912d02a4799,Anisophyllea,Bất đẳng diệp,,618595fb267dc912d02a46ee
61859947267dc912d02a479a,Anisoptera,,,618595fb267dc912d02a46de
61859947267dc912d02a479b,Anna,,,618595fb267dc912d02a4613
61859947267dc912d02a479c,Annamocalamus,,,618595fb267dc912d02a462b
61859947267dc912d02a479d,Annamocarya,,,618595fb267dc912d02a4696
61859947267dc912d02a479e,Anneslea,,,618595fb267dc912d02a4645
61859947267dc912d02a479f,Annona,"Na, Mãng cầu","ANNONA L.[Từ chữ annon, tên của cây na ở đảo Haiti]Cây gỗ nhỏ hay cây bụi. Lá dai như da. Hoa lưỡng tính, ở ngoài nách lá đối diện với lá hoặc trên cành già. Lá đài 3, xếp van; cánh hoa 3 hoặc 6; nhị nhiều; lá noãn nhiều, lúc đầu rời nhau, khi thành quả thì dính nhau tạo thành một khối nạc. Hạt đen, vỏ hạt nhẵn bóng.Có tới 125 loài mọc hoang ở châu Mỹ và châu Phi.",618595fb267dc912d02a4602
61859947267dc912d02a47a0,Anodendron,"Dây duy, Tốc thằng cáng","ANODENDRON A. DC.[Từ chữ Hy Lạp ano: hướng lên, do chữ ana: ở trên, và dendron: cây gỗ; dây leo cao lên cây gỗ]Dây leo có nhiều nhựa mủ màu trắng. Lá đơn, mọc đối. Cụm hoa chùy ở ngọn, gồm nhiều xim mẫu 3. Ở nụ, các cánh hoa nhăn và không xếp vào trong, miệng ống tràng không có vẩy và thường ngắn hơn thùy cánh. Nhị đính ở gần gốc ống tràng và không thò ra ngoài. Đĩa mật cao hơn bầu. Quả đại dẹp, hạt có mỏ dài hay ngắn mang mào lông màu trắng.Gồm 20 loài ở vùng Ấn Độ - Mã Lai cho tới Nhật Bản",618595fb267dc912d02a46e0
61859947267dc912d02a47a1,Anoectochilus,"Kim tuyến, Giải thùy, Lan nhung, Lan sứa","ANOECTOCHILUS Blume[Từ chữ Hy Lạp anoektos: mở và cheilos: môi; liên hệ đến cánh môi chia hai thùy, thường là từ gốc và các thùy này giăng ra nên cánh môi nom như mở ra]Cây thảo, cỡ nhỏ, mọc ở đất. Lá dạng màng, có màu sắc lấp lánh, như cẩm thạch.Hoa nhỏ, thường họp thành bông hay chùm. Các lá đài chồng lên cánh môi và hơi hợp nhau ở gốc, lá đài trên tạo thành mũ với các cánh hoa. Cánh môi dính với cột, phình ở gốc, có phiến trải ra, chia 2 thùy. Cột ngắn. Bao phấn ở đỉnh có 2 ô. Hai khối phấn gần như có 2 thùy với chuôi ngắn.Gồm 25 loài ở các vùng nhiệt đới châu Á tới Tây Thái Bình Dương",618595fb267dc912d02a46e2
61859947267dc912d02a47a2,Anogeisus,Chò nhai,"ANOGEISSUS (DC.) Wall. ex Guill. et Perr.Cây gỗ hay cây nhỡ. Lá mọc so le hay mọc đối, có cuống, nguyên.Cụm hoa ở nách lá hay ở ngọn, thành bông hình cầu, Hoa mẫu 5, lưỡng tính, không cuống, rất nhiều. Đài dạng đấu, phình ở đỉnh thành chén đài chia ra 5 răng tam giác. Không có tràng. Bộ nhị gồm 10 nhị có bao phấn lắc lư. Có đĩa mật  chia thùy. Bầu hạ 1 ô mang 2 cánh bên; 2 noãn đảo treo. Vòi nhụy dạng dùi, rời.Cụm quả gồm nhiều quả bế giả dính nhau. Quả có cạnh hay có cánh, mang một cái mỏ thẳng ở đỉnh do phần tồn tại của ống hoa. Hạt đơn, hình trứng.Chi này phân bố ở châu Phi và châu Á. Ở Việt Nam, có 2 loài, nhưng phổ biến là : Anoceissus acuminata",618595fb267dc912d02a4680
61859947267dc912d02a47a3,Anomianthus,"Nhị tuyến, Dũ dẻ trâu","ANOMIANTHUS Zoll.[Từ chữ Hy Lạp anomoios: không giống nhau và anthos: hoa]Dây leo thân gỗ hoặc bụi trườn, phần non của cây có lông hình sao. Lá rất biến đổi về hình dạng và kích thước. Hoa hợp từng nhóm 2 - 7 đóa thành chùy ở nách lá. Lá đài 3, xếp van; cánh hoa 5, xếp lợp, thành 2 vòng; nhị nhiều; lá noãn nhiều, phân quả có cuống, chứa 6 - 8 hạt.Chỉ có 1 loài phân bố ở các nước Đông Nam Á: Annonaceae dulcis",618595fb267dc912d02a46bd
61859947267dc912d02a47a4,Antenoron,Nghể hình sợi,"ANTENORON Raf.Chi này có khi được ghép vào chi Polygonum tuy nhiên có một số sai khác: cây thảo hoặc cây dạng bụi thấp. Trên cụm hoa không có lá, hoa mẫu 5, xếp hình xoắn, vòi nhụy tồn tại lâu, chia sâu đến gốc thành 2 bản, phía ngọn cong lại thành móc.Quả không có cánh.Gồm 4 loài của Bắc Mỹ, Đông Á và Philippin",618595fb267dc912d02a46e0
61859947267dc912d02a47a5,Antherolophus,,,618595fb267dc912d02a469b
61859947267dc912d02a47a6,Antheroporum,"Săng mây, Hột mát, Mát","ANTHEROPORUM Gagnep.[Tên được đặt gồm anthera: bao phấn, và porus: lỗ, tức là bao phấn mở lỗ. Thực ra, bao phấn mở theo một rãnh dọc rõ nhiều hay ít tùy thuộc vào trạng thái của bao phấn]Cây gỗ lớn. Lá kép với 5 - 9 thường là 7 lá chét có lông ở mặt nước. Chùm hoa 2 - 5 cái ở nách lá. Hoa có cánh cờ dài hơn các cánh bên. Nhị có chỉ nhị dính nhau ở gốc. Quả đậu không có đốt ngang; vỏ quả hơi cứng, chứa một hạt.Gồm có 4 loài phân bố ở Nam Trung Quốc, Thái Lan và Việt Nam; 1 loài thông dụng: Antheroporum pierrei",618595fb267dc912d02a46c0
61859947267dc912d02a47a7,Anthogonium,Lan vi hài,"ANTHOGONIUM Wall. ex Lindl.[Từ chữ Hy Lạp anthos: hoa và gonia: góc; liên hệ đến góc tạo thành bởi ống hoa với cuống rất mảnh của bầu]Lan mọc ở đất có hành giả hình nón nhỏ; thân mọc đứng; 1 - 3 lá hình dải ngọn giáo hẹp. Cụm hoa từ gốc của hành giả, với ít hoa nhỏ. Bầu tạo thành một góc thẳng với bao hoa. Lá đài hợp nhau thành một hình trụ hẹp phình ở gốc, phía đỉnh ngắn. Cánh môi có 3 thùy dính nhau ở gốc với cột, có móng dài, phiến hình quạt. Cột rất dài và mảnh.Chỉ gồm có 1 loài: Anthogonium gracile",618595fb267dc912d02a4624
61859947267dc912d02a47a8,Anthurium,"Môn hồng, Vĩ hoa","ANTHURIUM Schott[Từ chữ Hy Lạp anthos: hoa và oura: cái đuôi; bông mo gắn vào mo nom như cái đuôi]Thân ngắn hay dài, mọc bò, leo hay đứng. Lá đơn hay xẻ ngón, có cuống thường phình, có khớp ở đỉnh, với bẹ lá kèm đối diện với lá. Phiến lá có gân liên tục hay gián đoạn.Mo rời, phẳng nhiều hay ít hoặc lõm, ít khi có bẹ ở gốc, có màu lục hoặc các màu khác. Bông mo hình trụ, có chiều dài thay đổi, thường mỏng lại ở đỉnh, mang hoa không cuống, đều lưỡng tính. Hoa có 4 lá đài lợp, các lá đài ngoài khá phát triển; 4 nhị; bầu có 1 hoặc 2 ô, phía trên có đầu nhụy không cuống. Quả mọng, có một hoặc hai hạt, có phôi nhũ bột.Gồm đến 700 loài của các vùng nhiệt đới châu Mỹ, có đến 50 loài được trồng làm cảnh, do tán lá đẹp hoặc do mo có màu sắc đẹp; do trồng trọt, người ta đã tạo nhiều giống trồng",618595fb267dc912d02a4680
61859947267dc912d02a47a9,Antiaris,Sui,"ANTIARIS Lesch.[Từ tên dân gian ở Gia Va là antjar].Cây gỗ rụng lá. Lá mọc so le, gân lông chim; lá kèm nhỏ, sớm rụng. Hoa đơn tính cùng gốc. Cụm hoa đực hình chụp của nấm. Hoa đực có 4 lá đài, ít khi 3 hình môi; 3 - 8 nhị không có chỉ nhị và dựng đứng ở trong nụ. Hoa cái đơn độc, được bao bởi nhiều lá bắc mà không có bao hoa; vòi nhụy 2 hoặc 1 vòi chia đôi; bầu hạ dính liền với đế hoa. Quả mọng có thịt mỏng, hạt không có phôi nhũ.Gồm tới 4 loài của các xứ nhiệt đới Cựu lục địa; ở Việt Nam chỉ có 1 loài: Antiaris toxicaria",618595fb267dc912d02a46bf
61859947267dc912d02a47aa,Antidesma,Chòi mòi,"ANTIDESMA L.[Từ chữ Hy Lạp anti: như và desma: dải, dây; liên hệ đến cụm hoa]Cây gỗ hay cây nhỡ. Lá mọc so le, có cuống ngắn, nguyên; gân lông chim; lá kèm 2. Cụm hoa dạng bông, đơn hay không, ở ngọn hay ở nách; hoa khác gốc, rất nhỏ. Hoa đực có đài dạng đấu, 3 - 5 thùy hoặc 3 - 5 lá đài rời. Đĩa mật có tuyến rời hay dính. Nhị 3 - 5 đính trên đĩa; chỉ nhị dài, bao phấn hình tim; có nhụy lép ở giữa. Hoa cái có đài như hoa đực, đĩa mật bao quanh gốc của bầu. Bầu có khi thò ra ngoài đài; 1 ô, 2 noãn; đầu nhụy 2 - 5, đơn hay chẻ đôi. Quả hạch nhỏ, thường nghiêng; hạch có các hốc tạo thành mạng; hạt 1, do thui biến; phôi nhũ nạc.Gồm khoảng 160 loài ở các vùng nhiệt đới và nóng của Cựu lục địa, chủ yếu ở châu Á",618595fb267dc912d02a4669
61859947267dc912d02a47ab,Antigonon,"Hoa ti gôn, Hiếu nữ, Nho hoa","ANTIGONON Endl.[Lấy tên của Antigone, trong thần thoại Hy Lạp, con gái của Oedipus và Jocaste]Cây bụi leo với nhánh có góc. Lá mọc so le, nguyên, có cuống ôm thân.Hoa thành chùm ở nách lá đối diện với lá. Đài có 5 lá đài có màu và không đều nhau, 3 cái ngoài dạng tim, 2 cái trong thuôn. Nhị 3 - 9, không đều nhau mà các chỉ nhị hợp nhau ở gốc và tạo thành một loại chén đính trên đài. Bầu một noãn có 3 góc, phía trên có 3 vòi nhụy dính nhau ở gốc. Quả khô, nằm trong đài bị héo quắt.Gồm 2 - 3 loài của Mêhicô và Trung Mỹ. Ở Việt Nam có trồng 1 loài :Antigonon leptopus",618595fb267dc912d02a4623
61859947267dc912d02a47ac,Antirrhinum,"Hoa mõm sói, Hoa mép dê","ANTIRRHINUM L.[Từ chữ Hy Lạp anti: giống như và rhis, rhinos, mũi hay mõm; tràng hoa nom như mõm con vật]Cây thảo sống nhiều năm. Lá mọc so le hay mọc đối ở gốc, đơn hay mọc vòng ba.Hoa đơn độc, ở nách hoặc thành chùm ở ngọn; tràng hoa không đều, gù lên hoặc thành túi. Quả nang mở.Gồm 42 loài của Tây Bắc châu Mỹ và Tây Địa Trung Hải. Ta có nhập trồng 1 loài, còn 1 loài khác được ghi nhận có ở Việt NamAntirrhinum majus",618595fb267dc912d02a469b
61859947267dc912d02a47ad,Antrophyum,Quyết lưỡi beo,"ANTROPHYUM Kaulf.Dương xỉ có thân gỗ ngắn, đầy vẩy. Lá đơn có phiến thon nhọn hai đầu, dày, không lông; gân giữa không rõ. Ổ túi bào tử xếp thành lằn dài ở mặt dưới lá, giữa túi bào tử có các sợi đàn hồi.Gồm 30 loài ở vùng nhiệt đới.",618595fb267dc912d02a46be
61859947267dc912d02a47ae,Anulodiscus,,,618595fb267dc912d02a46d6
61859947267dc912d02a47af,Aphaenandra,Bướm bạc,,618595fb267dc912d02a46b0
61859947267dc912d02a47b0,Aphanamixis,Gội nước,"APHANAMIXIS BlumeCây gỗ. Nhánh non có lông nhung, lông mềm rồi nhẵn. Lá kép lông chim lẻ, ít khi lông chim chẵn. Cụm hoa có hoa lưỡng tính và hoa cái thành bông đơn, ngắn hơn lá; các hoa lưỡng tính và hoa đực thành chùy bông hay chùm có nhiều nhánh, trải ra, dài hơn lá.Hoa có đài gồm 3 - 5 răng, tràng gồm 3 cánh hoa lõm, lợp ở trong nụ; nhị 6; không có đĩa mật. Bầu có 3 ô, chứa 1 - 2 noãn; vòi không có; đầu nhụy hình tháp. Quả nang 3 van; hạt có áo hạt với lá mầm thẳng, không có phôi nhũ.Gồm 3 loài của vùng Ấn Độ - Mã Lai cho đến đảo Xôlômôn",618595fb267dc912d02a46ae
61859947267dc912d02a47b1,Aphananthe,"Lát ruối, U hoa","APHANANTHE Planch.[Từ chữ Hy Lạp aphanes: không thấy không nhìn thấy, không phân biệt, do chữ Hy Lạp phainesthei : xuất hiện; và anthos: hoa; có hoa không rõ]Cây gỗ hay cây bụi. Lá đơn, nguyên, mọc so le, mép có răng; gân gốc 3; gân bên xếp dạng lông chim, kéo dài thành gai ở mép lá.Hoa đơn tính, đực cái cùng gốc. Hoa đực tập hợp thành cụm hoa ở gốc các nhánh non; hoa cái mọc đơn độc ở nách lá phía ngọn các nhánh. Hoa có 5 lá đài, ít khi 4, lợp lên nhau; nhị 5. Quả hạch mang đài tồn tại.Gồm 5 loài ở Mađagaxca, vùng Ấn Độ - Mã Lai và Đông Ôxtrâylia",618595fb267dc912d02a45d5
61859947267dc912d02a47b2,Aphelandra,Lá ngựa vằn,"APHELANDRA R.Br.,[Từ chữ Hy lạp aphelos: đơn giản và aner, andros: nhị, người đàn ông]Cây nhỡ có lá mọc đối và tồn tại. Hoa xếp thành bông có lá bắc; đài có 5 lá đài; tràng hai môi, môi trên chẻ đôi, môi dưới chia ba thùy; 4 nhị, 2 đài, 2 ngắn. Quả nang mở, chứa 4 hạt.Có tới 170 loài ở vùng nhiệt đới Nam Mỹ",618595fb267dc912d02a46e1
61859947267dc912d02a47b3,Aphelia,,,618595fb267dc912d02a46f7
61859947267dc912d02a47b4,Aphyllorchis,"Âm lan, Lan không lá","APHYLLORCHIS Blume[Từ chữ Hy Lạp aphyllos: không có lá, và orchis: một chi họ Lan; liên hệ đến hiện tượng không có lá của các loài trong chi này; cây chỉ có vẩy ở gốc]Lan hoại sinh ở đất, không có lá, có vẩy ở gốc. Thân rễ ngắn mang rễ; thân thẳng, đơn, có bẹ.Cụm hoa thành chùm; lá bắc và hoa thường nhiều. Lá đài giống nhau, rời, đứng. Cánh hoa cùng dạng và cỡ như đài. Cánh môi không cuống hoặc có móng, có tai hay không ở gốc; phiến nguyên hay chia thùy. Cột dính với đầu nhụy ngắn. Bao phấn có chân ngắn, có 2 ô, dính nhau. Khối phấn 2, hình trứng, rời.Gồm tới 30 loài phân bố rộng từ Xri Lanca và  Tây Bắc Himalaya, tới Nhật Bản và Ôxtrâylia.",618595fb267dc912d02a46b1
61859947267dc912d02a47b5,Apios,"Căn lê, Thổ loan nhi","APIOS Fabr.[Từ chữ Hy Lạp apios: quả lê, liên hệ đến hình dạng của các rễ củ]Dây leo. Lá lông chim 5 - 7 lá chét, có lá kèm con.Cụm hoa thành chùm ở nách lá hay chùy ở ngọn, rất dài và rất thưa, dài tới 30cm. Hoa 2 - 3cm. Lá bắc và lá con hẹp, dễ rụng. Đài không có điểm tuyến, có 5 thùy ngắn hơn ống mà 2 cái trên dính nhau nhiều hay ít. Tràng có cánh hoa rất không đều, có tai; cánh thìa to hơn các cánh khác. Nhị hai bó (1 + 9), đồng hình. Bầu nhiều ô; vòi nhụy dạng sợi, không lông.Quả đậu không cuống, hình dải, cong lưỡi hái, dài cỡ 5cm, hữu thụ, không có vách ngăn. Hạt có đốm hay chấm, không có áo hạt.Gồm khoảng 10 loài, phân bố chủ yếu ở Bắc Mỹ, Trung Quốc, Đông Dương và Ấn Độ. Chỉ có 1 loài ở Việt Nam: Apios carnea",618595fb267dc912d02a4680
61859947267dc912d02a47b6,Apium,Cần tây,"APIUM L.[Từ chữ Xentơ apon: nước, cây của đầm lầy]Cây thảo, có khi hóa gỗ, dạng cây bụi thấp, sống hằng năm, hai năm, hay sống dai, mọc đứng hay nằm, với rễ cọc hay thân rễ mọc trườn. Lá có cuống, ít khi đơn, dạng lông chim tới xẻ ba 3 lần, các đoạn cuối dạng sợi tới gần tròn; cuống lá có bẹ. Cụm hoa dạng tán kép, ít khi đơn, tán có khi không cuống, có tia hướng lên. Hoa lưỡng tính, màu trắng hay vàng lục. Đài hơi rõ hay không. Cánh hoa gần tròn tới xoan, có đỉnh gập. Bầu có vòi ngắn, chân vòi hình nón hay lõm. Thể quả nguyên hay chẻ đôi ở đỉnh.Quả thuôn tới mắt chim-hình cầu, hay dạng bầu dục, dẹp bên. Cạnh tù, dạng sợi; ống dầu 1 trong mỗi hốc, 2 gờ nối. Hạt tròn hay có hình 5 cạnh.Gồm khoảng 30 loài, phân bố khắp trái đất, chủ yếu ở các vùng ôn đới. Việt Nam có nhập trồng 1 loài là: Apium graveolens",618595fb267dc912d02a4624
61859947267dc912d02a47b7,Apluda,"Cỏ hoa tre, Trấu thảo","APLUDA L.Cỏ sống nhiều năm. Cụm hoa chùm,  có đốt rút còn 3 bông nhỏ, chung quanh có một bẹ lá hình mo bao bọc.Chỉ có một loài từ đảo Morixô, Xôkôtra đến Đài Loan và Nuven Calêđôni : Apluda mutica",618595fb267dc912d02a46e1
61859947267dc912d02a47b8,Apocopis,,,618595fb267dc912d02a4696
61859947267dc912d02a47b9,Apodytes,"Dan, Giung, Niều","APODYTES E. Mey. ex Arn.Cây gỗ hay cây bụi; gỗ đặc, không có miền sinh trưởng, cũng không có tia. Lá mọc so le, có cuống, nguyên.Cụm hoa ở nách và ở ngọn thành chùy dạng ngù, phân nhánh; hoa lưỡng tính, có cuống ngắn. Đài nhỏ, thành đấu, có răng. Cánh hoa 5, rời hay dính ở gốc, xếp van. Nhị 5, xen kẽ với cánh hoa; bao phấn có tai, đính trên chỉ nhị ngay ở giữa lưng, hướng trong. Bầu có 1 ô; noãn 2, treo, chồng lên nhau, về một phía của bầu; vòi mảnh, đầu nhụy ít phân biệt. Quả có vỏ cứng, xiên hình trứng, hoặc rộng hơn dài, có gù do sự phát triển một bên vòi trở thành ly tâm; hạt treo, phôi nhỏ ở đỉnh của nội nhũ giàu.Có 2 loài của Cựu lục địa",618595fb267dc912d02a4696
61859947267dc912d02a47ba,Aponogeton,Choi,"APONOGETON L. f.[Từ chữ Xentơ apon: nước, và chữ Hy Lạp geiton: cạnh, lân cận; cây sống ở nước]Cây thủy sinh có gốc kéo dài hay hình trụ và thường phân nhánh, mang túm lá và cụm hoa. Lá mọc từ rễ; phiến lá có gân giữa rõ và một hoặc nhiều đôi gân chính song song nối bởi nhiều gân con nằm ngang.Cụm hoa có cuống dài, nổi trên mặt nước, lúc non có một mo bao quanh và gồm từ 1 - 11 bông. Cây ít khi khác gốc. Hoa lưỡng tính đính quanh trục hoặc chỉ ở về một phía. Các mảnh bao hoa thường là 2; nhị 6; bầu 3,4 ít khi 5 rời nhau, không cuống; noãn 2 - 8 trong mỗi bầu.Quả có mỏ. Hạt không có phôi nhũ, có vỏ đơn hay kép.Gồ̀m tới 45 loài phân bố ở châu Phi, ở Mađagaxca, Ấn Độ, Xri Lanca đến Đông Nam Á cho tới Ôxtrâylia, nhưng chủ yếu ở châu Phi và Mađagaxca",618595fb267dc912d02a463f
61859947267dc912d02a47bb,Aporosa,Thầu tấu,"APOROSA Blume[Từ chữ Hy Lạp aporos: không có lối đi]Cây nhỡ hay cây gỗ, không có nhựa mủ. Lá đơn, mọc so le, phiến không có tuyến.Cụm hoa chùm, bông hay chùy. Hoa đực có 4 lá đài xếp lợp; 2 nhị rời nhau; không có đĩa mật và nhụy lép. Hoa cái có 3 - 4 lá đài, bầu với 2 vòi nhụy, mỗi ô của bầu chứa 2 hạt.Quả nang chứa 1 - 4 hạt.Gồm 75 loài thuộc vùng Ấn Độ - Mã Lai cho tới đảo Xôlômông",618595fb267dc912d02a46e3
61859947267dc912d02a47bc,Apostasia,"Cổ lan, Giả lan","APOSTASIA Blume[Từ chữ Hy Lạp apostasia, từ apostasis: sự đào thoát, sự chống lại]Cỏ sống ở đất. Thân cứng, mọc đứng, có nhiều lá. Lá hẹp, dạng lá hòa thảo, dai, có gân. Cụm hoa chùm ở ngọn, trải ra; hoa nhỏ, ở về một phía, hầu hết là hoa đều. Lá đài 3, hình dải, dính với cánh hoa ở trong nụ. Cánh hoa 3, giống nhau, rời khi hoa nở. Nhị 2, dính với nhau; chỉ nhị ngắn, gần mọc đối, rời; bao phấn 2 ô, mọc đứng, có ô song song. Nhị lép mọc đứng, dính với vòi nhụy hoặc không có. Bầu hạ,3 ô; vòi nhụy dài, mang 2 nhị và nhị lép ở các bên; hạt phấn rời. Quả nang hình dải hẹp.Gồm khoảng 7 loài phân bố ở Xri Lanca, Ấn Độ cho đến Philippin, quần đảo Riu Kiu, qua Inđônêxia đến Niu Ghinê và Ôxtrâylia",618595fb267dc912d02a4623
